key,Sentence,checked
205,"ఏపీ ప్రజలకు పంగనామాలు పెట్టారు.
",0
206,"ముందుముందు ఇంకా ఎన్ని అబద్ధాలు చెబుతాడో సారు.
",0
207,"టీవీ9 వ్యూహాత్మక క్రయవిక్రయాల్లో పావులా మారి బలైన రవి ప్రకాష్ వ్యవహారం.
",0
208,"ఇపుడు రాష్ట్ర వ్యాప్తంగా ఆసక్తిని రేకెత్తిస్తోంది.
",0
209,"ఆయన అజ్క్షాతంలోకి పోవడంతో దీనిపై మరింత ఆసక్తి పెరిగింది.
",0
210,"మూడు నోటీసులు ఇచ్చిన ఒక్కసారి కూడా విచారణకు హాజరు కాని రవి ప్రకాష్ తాజాగా ఒక వీడియో సందేశం విడుదల చేశారు.
",0
211,"మొత్తం వివాదంపై తన వెర్షను వినిపించారు.
",0
212,"ఇది రామేశ్వరరావు కుట్రగా వ్యాఖ్యానించారు.
",0
213,"పోలీసులు ఆయన బానిసలు అని ఆరోపించారు.
",0
214,"త్వరలో నేను ఇన్నాళ్లు నడిచిన దారిలో జర్నలిజం కోసం ముందు వెళ్తానన్నారు.
",0
215,"టీవీ 9 ఫౌండర్లలో ఒకరైన తనను జూప‌ల్లి రామేశ్వ‌ర‌రావు త‌న‌ను పాలేరుగా ఉండ‌మ‌న్నార‌ని.
",0
216,"బెదిరించారని, మాట విననందుకు త‌ప్పుడు కేసులు న‌మోదు చేసార‌ని చెప్పుకొచ్చారు.
",0
217,"ఆయ‌న చెప్పిన‌ట్లుగా పోలీసులు వ్య‌వ‌హ‌రిస్తున్నార‌ని ఆరోపించారు.
",0
218,"తాను ముందడుగు వేయాల‌ని నిర్ణ‌యించాన‌ని ర‌వి ప్ర‌కాశ్ స్ప‌ష్టం చేసారు.
",0
219,"ఎన్నిక‌ల్లో చిత్తుగా ఓడిన టీడీపీ ఇప్పుడిప్పుడే.
",0
220,"ఆ షాకు నుంచి కొంచెం కొంచెం బ‌య‌ట‌కు వ‌స్తోంది.
",0
221,"గెలిచినా.
",0
222,"ఓడినా చేయాల్సిన కొన్ని కార్య‌క్ర‌మాల్ని నిర్వ‌హించాల్సి ఉంటుంది.
",0
223,"తాజాగా అలాంటి వాటికి సంబంధించి నిర్ణ‌యాలు తీసుకునేందుకు వీలుగా టీడీఎల్పీ స‌మావేశాన్ని నిర్వ‌హించారు.
",0
224,"ఇదిలా ఉంటే.
",0
225,"టీడీపీ పార్ల‌మెంట‌రీ ప‌క్ష నేత‌గా గుంటూరు ఎంపీ గ‌ల్లా జ‌య‌దేవ్ ను బాబు నియ‌మించారు.
",0
226,"లోక్ స‌భ‌లో పార్టీ నేత‌గా శ్రీ‌కాకుళం ఎంపీ రామ్మోహ‌న్ నాయుడు.
",0
227,"రాజ్య‌స‌భ‌లో నేత‌గా ఎంపీ సుజ‌నాచౌద‌రిని ఎంపిక చేశారు.
",0
228,"ఇదిలా ఉంటే.
",0
229,"జ‌గ‌న్ ప్ర‌మాణ‌స్వీకారం నేప‌థ్యంలో గురువారం ఉద‌యం ముగ్గురు ఎమ్మెల్యేల బృందం ఒక‌టి తాడేప‌ల్లిలోని జ‌గ‌న్ నివాసానికి వెళ్లి.
",0
230,"ఆయ‌న‌కు శుభాకాంక్ష‌లు చెప్ప‌నున్నారు.
",0
231,"జ‌గ‌న్ ఇంటికి వెళ్లేందుకు ముగ్గురు టీడీపీ నేత‌ల్ని ఎంపిక చేశారు.
",0
232,"వారెవ‌రంటే.
",0
233,"అచ్చెన్నాయుడు.
",0
234,"ప‌య్యావుల కేశ‌వ్.
",0
235,"గంటా శ్రీ‌నివాస‌రావుల్ని ఎంపిక చేశారు.
",0
236,"జ‌గ‌న్ ప్ర‌మాణ‌స్వీకారానికి హాజ‌రు కాకూడ‌ద‌ని టీడీపీ అధినేత చంద్ర‌బాబు నిర్ణ‌యం తీసుకున్నారు.
",0
237,"దీంతో.
",0
238,"ఆ కార్య‌క్ర‌మానికి ముందే.
",0
239,"ముగ్గురు స‌భ్యుల బృందాన్ని పంపి శుభాకాంక్ష‌లు తెల‌పాల‌ని నిర్ణ‌యించారు.
",0
240,"ఆస‌క్తిక‌ర అంశం ఏమంటే.
",0
241,"జ‌గ‌న్ ప్ర‌మాణ‌స్వీకారోత్స‌వానికి వెళ్లేందుకు చంద్ర‌బాబు స‌ముఖత వ్య‌క్తం చేశార‌ట‌.
",0
242,"అయితే.
",0
243,"పార్టీ నేత‌లు వారించిన‌ట్లుగా తెలుస్తోంది.
",0
244,"ప్ర‌మాణ‌స్వీకారోత్స‌వం రాజ్ భ‌వ‌న్ లో జ‌రిగితే.
",0
245,"వెళ్లినా బాగుంటుంద‌ని.
",0
246,"కానీ.
",0
247,"ఒక బ‌హిరంగ ప్ర‌దేశంలో చేయ‌నున్న ప్ర‌మాణ‌స్వీక‌రోత్స‌వానికి వెళ్ల‌టం స‌రికాద‌ని అత్య‌ధిక నేత‌లు అభిప్రాయ‌ప‌డిన‌ట్లుగా చెబుతున్నారు.
",0
248,"దీంతో.
",0
249,"తాను వెళ్ల‌కూడ‌ద‌ని.
",0
250,"అంత‌కు ముందే టీడీపీ బృందం వెళ్లి జ‌గ‌న్ కు శుభాకాంక్ష‌లు తెల‌పాల‌న్న నిర్ణ‌యాన్ని తీసుకున్నారు.
",0
251,"ఏపీ అసెంబ్లీకి జరిగిన ఎన్నికల్లో వైఎస్ జగన్ మోహన్ రెడ్డి ఆధ్వర్యంలోని వైసీపీ ఘన విజయాన్నే సాధించింది.
",0
252,"175 సీట్లున్న అసెంబ్లీలో 151 సీట్లను గెలవడమంటే ఘన విజయం కిందే లెక్క.
",0
253,"సరే జనం ఏదో కారణంతో జగన్ కు అధికారం కట్టబెట్టారే అనుకోండి.
",0
254,"గతంలో తన తండ్రి వైఎస్ రాజశేఖరరెడ్డి సీఎంగా ఉండగా అందిన కాడికి దండుకున్న జగన్ కారణంగా చాలా మంది ఐఏఎస్ అధికారులు, పారిశ్రామిక వేత్తలు నానా ఇబ్బందలు పడ్డారు.
",0
255,"సీనియర్ ఐఏఎస్ అధికారులు బీపీ ఆచార్య, శ్రీలక్ష్మీలు ఏకంగా జైలుకెళ్లి నానా ఇబ్బందులు పడ్డారు.
",0
256,"ఈ కథ అంతా తెలిసిందే.
",0
257,"అయితే ఇప్పుడు ఏపీలో జగన్ అధికారం చేపట్టనున్న నేపథ్యంలో వైఎస్ ఫ్యామిలీ కారణంగా జైలుకెళ్లి, తీవ్ర అనారోగ్యానికి గురై.
",0
258,"చావు బతుకుల మధ్య జైలు నుంచి బయటకు వచ్చిన శ్రీలక్ష్మీ ఏపీని తనను బదిలీ చేయాలని కోరారు.
",0
259,"నిజంగానే ఈ ఘటన అందరినీ షాక్ గురి చేసేదే.
",0
260,"ఎందుకంటే.
",0
261,"అతి చిన్న వయసులోనే ఐఏఎస్ గా ఎంపికైన శ్రీలక్ష్మీ.
",0
262,"సర్వీసులో ఏమాత్రం మచ్చ లేకుండా కొనసాగి ఉంటే.
",0
263,"కేంద్ర కేబినెట్ సెక్రటరీ దాకా వెళ్లే అవకాశం ఉంది.
",0
264,"అయితే వైఎస్ పాలనలో వారు చెప్పినట్టు నడిచిన శ్రీలక్ష్మీ కెరీర్ పై పెద్ద మరకే పడింది.
",0
265,"ప్రస్తుతం తెలంగాణ కేడర్ లో ఉన్న శ్రీలక్ష్మీ.
",0
266,"ఏపీలో జగన్ పార్టీ గెలవగానే.
",0
267,"తనను ఏపీకి బదిలీ చేయాలంటూ కోరి అందరినీ ఆశ్చర్యానికి గురి చేశారు.
",0
268,"అసలు ఏ ప్రాతిపదికన శ్రీలక్ష్మీ తనను ఏపీకి బదిలీ చేయాలని కోరారని ఆరా తీస్తే.
",0
269,"ఆసక్తికర విషయం వెలుగు చూసింది.
",0
270,"అప్పటిదాకా కెరీర్ లో క్లీన్ గానే కొనసాగిన శ్రీలక్ష్మీ వైఎస్ పాలన కారణంగా కెరీర్ నే ప్రమాదంలో పడేసుకున్నారు.
",0
271,"ఇక ఏం చేసినా గానీ.
",0
272,"శ్రీలక్ష్మీకి కీలక పదవులు అయితే దక్కే అవకాశం లేదు.
",0
273,"ఇంకా ఏడేళ్ల పాటు సర్వీసు ఉన్నా.
",0
274,"శ్రీలక్ష్మీ పెద్దగా రాణించే అవకాశాలే లేవు.
",0
275,"ఈ క్రమంలోనే తనకు ఎక్కడైతే ఇబ్బంది వచ్చిందో.
",0
276,"అక్కడికే వెళ్లి, తనను ఎవరైతే వివాదాల్లోకి నెట్టేశారో, వారి వద్దకే వెళ్లి మళ్లీ ఓ వెలుగు వెలుగుదామని ఆమె తీర్మానించారుకున్నారట.
",0
277,"అంటే.
",0
278,"ఎక్కడ పోగొట్టుకున్నామో, అక్కడే వెతుక్కోవడమన్న మాట.
",0
279,"ప్రజలను ఎమోషనల్ చేసి ఒక్క ఛాన్స్ ప్లీజ్ అంటూ ఓటేయించుకుని.
",0
280,"ఇంకా ప్రమాణ స్వీకారానికి ముందే తనలోని అసలు రూపాన్ని బయటపెట్టుకున్నారు వైఎస్ జగన్.
",0
281,"వైఎస్ఆర్ కాలంలో ప్రజలకు ఒకట్రెండు మంచి పథకాలు ప్రవేశపెట్టి జనాల్ని సంతోషంలో ఉంచి ఇంకోవైపు జలయజ్జం పేరిట ఉమ్మడి ఏపీలో ధనయజ్జం చేశారు.
",0
282,"దీనిపై అప్పట్లో కేసీఆర్ తో సహా అందరు నేతలు గగ్గోలు పెట్టారు.
",0
283,"ఇక భూపందేరాల గురించి అయితే వేరే చెప్పనక్కర్లేదు.
",0
284,"అయితే, ఈ పనులన్నీ చేయడానికి వైఎస్ కు ఐదేళ్లు పట్టింది.
",0
285,"కానీ ఆనాడు తండ్రి పేరిట అతను సాగించిన క్విడ్ ప్రో కో పెట్టుబడులకు ఆద్యుడైన జగన్ అధికారం ఇంకా చేపట్టకుండానే ధనయజ్జం మొదలుపెట్టేశారు.
",0
286,"ఇప్పటికే 60 శాతం పూర్తయిన పోలవరానికి మళ్లీ టెండర్లు పిలుస్తాను అంటూ సంచలన ప్రకటన చేశారు.
",0
287,"అవినీతి ఆరోపణలు ఉన్నాయి కాబట్టి రీటెండర్స్ ఆలోచన చేస్తున్నట్లు చెప్పారు.
",0
288,"అంటే.
",0
289,"తనకు అనుకూలమైన కాంట్రాక్టరుకు అంచనాలు పెంచి ఇచ్చే అవకాశానికి అపుడే జగన్ రెడ్డి ప్లాన్ చేశాడని.
",0
290,"ఇంత ఫాస్టా? అని నెటిజన్లు విమర్శలు గుప్పిస్తున్నారు.
",0
291,"తండ్రి వైఎస్ అధికారంలోకి వచ్చాక రెండేళ్లకు మొదలుపెడితే కొడుకు రెండు రోజులకే మొదలుపెట్టాడని విమర్శలు చేస్తున్నారు జనం.
",0
292,"అయితే జగన్ ఇక్కడ ఇంకో ట్విస్ట్ ఇచ్చాడు.
",0
293,"పోల‌వ‌రం ఏపీ ప్ర‌భుత్వం క‌ట్ట‌ద‌ని, కేంద్ర‌మే పూర్తి చేయాల‌ని అన్నారు.
",0
294,"అయితే నిర్ణీత స‌మయానికి మాత్రం ప్రాజెక్టు పూర్తి చేయాల్సిన అవ‌స‌రం ఉంద‌న్నారు.
",0
295,"ఇక్కడ జగన్ గమనించాల్సిన విషయం ఏంటంటే.
",0
296,"కేంద్రం చేపట్టిన ఏ జాతీయ ప్రాజెక్టులు అంత త్వరగా పూర్తి చేయదు.
",0
297,"29 రాష్ట్రాల్లో మోడీకి ఒక్క సీటు కూడా ఇవ్వని ఏపీకి అన్ని డబ్బులు మోడీ ఇచ్చే ప్రసక్తే లేదు.
",0
298,"ఇలా ఆలస్యం చేస్తారనే ఏపీకి జీవనాడి అయిన పోలవరాన్ని మేము ముందు ప్రాజెక్టు కడతాం.
",0
299,"మీరు డబ్బులు ఇస్తూ ఉండండి.
",0
300,"చంద్రబాబు కేంద్రంతో సఖ్యతగా ఉన్న రోజుల్లో నిర్మాణం రాష్ట్రం చేతిలోకి తీసుకున్నారు.
",0
301,"ఇపుడు మోడీ దాన్ని తిరిగి కేంద్రం చేతుల్లోకి పెడతాను అంటున్నాడు.
",0
302,"పోలవరం కేంద్రం ప్రాజెక్టు అయినా ఉపయోగం ఏపీకే కదా.
",0
303,"అందుకే మనకు దానిని పూర్తి చేసుకోవాలనే తాపత్రయం ఉండాలి.
",0
304,"ఇది ఆలస్యం అయితే.
",0
305,"కోస్తాంధ్రకే కాదు, రాయలసీమకూ ఇబ్బందే.
",0
306,"ప్రతి ఏటా మధ్య ప్రదేశ్ చత్తీస్ ఘర్, ఒడిసా అడవుల్లోని వర్షమంతా చిన్న ఉపనదుల ద్వారా గోదావరిలోకి చేరి సముద్రంలో కలిసిపోతుంది.
",0
307,"ఈ పోలవరం ఆ నీటిని సమర్థంగా వాడి ఏపీని సస్యశ్యామలం చేస్తుంది.
",0
308,"అందుకే లోటు బడ్జెట్ లో కూడా చంద్రబాబు దీనికి డబ్బులు కేటాయించారు.
",0
309,"అందువల్లే ప్రాజెక్టు వేగవంతంగా పూర్తవుతోంది.
",0
310,"ఇక మళ్లీ జగన్ దీనిని కేంద్రం చేతుల్లో పెడితే ఇక అంతే సంగతులు.
",0
311,"అయినా జగన్ కు కావల్సింది కాంట్రాక్టులే గాని ప్రాజెక్టులు పూర్తి కావడం కాదు కదా అందుకే అది పూర్తయ్యే సమయంతో జగన్ కు ఇబ్బంది ఏముందంటున్నారు తెలుగుదేశం నేతలు.
",0
312,"ఈరోజు మాజీ ముఖ్యమంత్రి ఎన్టీ రామారావు జయంతి.
",0
313,"ప్రతి ఏటా హైదరాబాదు నడిబొడ్డున, నెక్లెస్ రోడ్ సమీపంలో ఉన్న ఎన్టీఆర్ ఘాట్ వద్దకు ఆయన కుటుంబ సభ్యులు జయంతి, వర్దంతి రోజుల్లో వస్తూ ఉంటారు.
",0
314,"అయితే, ఇప్పటివరకు పార్టీ అధికారంలో ఉన్నా లేకున్నా ఎన్టీఆర్ ఘాట్ ను చక్కగా అలంకరించేవారు.
",0
315,"అయితే ఈసారి అంతా తారుమారైంది.
",0
316,"మంగళవారం ఉదయం ఎన్టీఆర్ ఘాట్, అలంకరణ లేక బోసిపోగా, జయంతి సందర్భంగా నివాళి అర్పించడానికి వచ్చిన జూనియర్ ఎన్టీఆర్, కల్యాణ్ రామ్ తీవ్ర అసంతృప్తి చెందారు.
",0
317,"అసహనానికి గురయ్యారు.
",0
318,"తమ వెంట ఉన్న అభిమానులను కొద్దిసేపు ఇక్కడే ఉంటాను.
",0
319,"వీలైనన్ని పూలు తెచ్చి అలంకరించమని చెప్పారు.
",0
320,"దగ్గరుండి కొంతవరకు అలంకరించారు.
",0
321,"ఘాట్ మొత్తం పూలు చల్లించారు.
",0
322,"ఈ సందర్భంగా ఎన్టీఆర్ ఆవేదన వ్యక్తంచేస్తూ:.
",0
323,"తాతయ్యను అందరూ వదిలేశారని, ఇకపై తాతయ్య జయంతి, వర్థంతి వేడుకలను తానే స్వయంగా చూసుకుంటానని సంచలన ప్రకటన చేశారు.
",0
324,"ఇదిలా ఉంటే.
",0
325,"గత ఏడాది డిసెంబరు ఎన్నికల్లో తెలుగుదేశం పార్టీకి తెలంగాణలో ఘోరమైన ఓటమి ఎదురైంది.
",0
326,"మొన్నటి ఏపీ ఎన్నికల్లోనూ అనూహ్య స్థాయిలో సీట్ల సంఖ్య పడిపోయింది.
",0
327,"రెండు రాష్ట్రాల్లో పరాభవానికి గురి కావడంతో తెలుగుదేశం శ్రేణులు డీలాపడ్డాయి.
",0
328,"పార్టీ కూడా ఇంకా తేరుకోలేదు.
",0
329,"ఈ నేపథ్యంలో హైదరాబాదులో ఈ కార్యక్రమాన్ని పట్టించుకున్నట్లు లేదు.
",0
330,"అయితే, ఒక మాజీ ముఖ్యమంత్రికి తెలంగాణ ప్రభుత్వం కనీస గౌరవం ఇవ్వకపోవడం దారుణమని ఎన్టీఆర్ అభిమానులు వ్యాఖ్యానిస్తున్నారు.
",0
331,"అసలు తెలంగాణ సీఎం కేసీఆర్ రాజకీయంగా ఎదిగింది ఎన్టీఆర్ వద్దనే.
",0
332,"అతను తెలుగుదేశం పార్టీలో మంచి పదవులు అనుభవించారు.
",0
333,"సరే అది ప్రత్యర్థి పార్టీ కాబట్టి దానిని పట్టించుకోలేదు అనుకోవచ్చు.
",0
334,"కానీ ఒక మాజీ ముఖ్యమంత్రికి కనీస గౌరవం ఇవ్వాల్సిన బాధ్యత గవర్నమెంటుకు ఉంది కదా.
",0
335,"రాజకీయంలో తన మన ఉండొచ్చు గాని పాలనలో ఉండకూడదు.
",0
336,"కనీస సంప్రదాయాలు పాటించాలి.
",0
337,"ఏపీ ముఖ్య‌మంత్రి, తెలుగుదేశం పార్టీ అధ్య‌క్షుడు నారా చంద్ర‌బాబు నాయుడు త‌న‌యుడు నారా లోకేశ్ మంగ‌ళ‌గిరి నియోజ‌క‌వ‌ర్గంలో ఊహించ‌ని రీతిలో ఓట‌మి పాల‌యిన సంగ‌తి తెలిసిందే.
",0
338,"ఏరికోరి ఎంచుకున్న నియోజ‌క‌వ‌ర్గంలో అప‌జ‌యం పాల‌వ‌డం తెలుగుదేశం పార్టీ శ్రేణుల‌ను హ‌తాశుల‌ను చేసింది.
",0
339,"అయితే, దీనిపై లోకేశ్ స్పంద‌న ఏంటి? పార్టీ శ్రేణుల‌కు ఆయ‌న త‌న ఓట‌మిని గురించి ఏం చెప్తారు? అనే సందేహాలు స‌హ‌జంగానే ఉంటాయి.
",0
340,"ఈ నేప‌థ్యంలో లోకేశ్ తాజాగా త‌న ఓట‌మి స‌హా అనేక అంశాల‌పై స‌వివ‌రంగా స్పందించారు.
",0
341,"ఓడిపోయినా మీ మ‌న‌సులు గెలుచుకున్న విజేత‌ను అంటూ మంగ‌ళ‌గిరి నియోజ‌క‌వ‌ర్గ ప్ర‌జ‌ల‌కు లేఖ రాశారు.
",0
342,"మంగ‌ళ‌గిరి ప్ర‌జ‌ల‌కు విడుద‌ల చేసిన లేఖ‌లో ల‌క్ష‌లాది మంది అభిమానం చూర‌గొన‌డం కంటే పెద్ద విజ‌యం ఏదీ లేద‌ని టీడీపీ కార్య‌ద‌ర్శి నారా లోకేశ్ పేర్కొన్నారు.
",0
343,"సోమ‌వారం త‌న‌ను క‌లిసేందుకు ఉండ‌వ‌ల్లి నివాసానికి వ‌చ్చిన వారితో లోకేశ్ మాట్లాడారు.
",0
344,"వంద‌లాదిగా త‌ర‌లివ‌చ్చిన మ‌హిళ‌లు, మీ వెంటే మేముంటామంటామంటూ నినాదాలు చేశారు.
",0
345,"నారా లోకేశ్‌తో ఫోటోలు దిగిన కార్య‌క‌ర్త‌లు, అభిమానులు భావోద్వేగానికి గురై క‌న్నీటి ప‌ర్యంత‌మ‌య్యారు.
",0
346,"గెలుపోట‌ముల‌ను స‌మానంగా స్వీక‌రించాల‌ని కార్య‌క‌ర్త‌ల‌ను లోకేశ్‌ స‌ముదాయించారు.
",0
347,"మంగ‌ళ‌గిరిలో ఓడిపోయినా మీ అంద‌రి మ‌న‌సులు గెలుచుకుని విజేత‌గా నిల‌వ‌డం ఆనందంగా ఉంద‌న్నారు.
",0
348,"ఈ సంద‌ర్భంగా వారితో మాట్లాడ‌టంతో పాటుగా, ఓ లేఖ‌ను సైతం నియోజ‌క‌వ‌ర్గ ప్ర‌జ‌ల కోసం విడుద‌ల చేశారు.
",0
349,"ప్ర‌జాస్వామ్యంలో గెలుపోట‌ములు స‌హ‌జ‌మ‌ని, ఓట‌మిపై తాను బాధ‌ప‌డ‌టం లేద‌ని లోకేశ్ అన్నారు.
",0
350,"మంగ‌ళ‌గిరి నియోజ‌క‌వ‌ర్గం నుంచి పోటీ చేస్తున్న‌ప్పుడే అంద‌రూ రాంగ్ సెల‌క్ష‌న్ అన్నార‌ని, ఓడిపోయాకా అదే అంటున్నార‌ని చెప్పారు.
",0
351,"నావ‌ర‌కూ మంగ‌ళ‌గిరి నియోజ‌క‌వ‌ర్గం నుంచి పోటీ చేయ‌డం అదృష్టంగా భావించాన‌న్నారు.
",0
352,"ఇంత పెద్ద కుటుంబాన్ని మంగ‌ళ‌గిరి త‌న‌కు ఇచ్చింద‌న్నారు.
",0
353,"నియోజ‌క‌వ‌ర్గ అభివృద్ధి కోసం ఎన్నో ప్ర‌ణాళిక‌లు సిద్ధం చేశాన‌ని, ఓడిపోయినా వీటి అమ‌లుకు శాయ‌శ‌క్తులా ప్ర‌య‌త్నిస్తాన‌ని లోకేశ్ అన్నారు.
",0
354,"మంగ‌ళ‌గిరి ప్రాంత ప‌రిధిలో ఎన్నో ఐటీ కంపెనీలు వ‌చ్చేందుకు కృషి చేశాన‌ని, గ్రామీణ‌ప్రాంతాల అభివృద్ధికి చేయూత‌నందించిన సంతృప్తి త‌న‌కుంద‌న్నారు.
",0
355,"మీ కుటుంబ‌స‌భ్యుడిగా ఆద‌రించారు, ఆశీర్వ‌దించారు, ఎవ‌రికి ఏ స‌హాయం కావాల‌న్నా, ఏ క‌ష్టం వ‌చ్చినా ఎప్పుడూ నా ఇంటి త‌లుపులు తెరిచే ఉంటాయ‌న్నారు.
",0
356,"కార్య‌క‌ర్త‌ల‌కు అండ‌గా ఉంటాన‌ని హామీ ఇచ్చారు.
",0
357,"మ‌ళ్లీ తాను ఇక్క‌డి నుంచే పోటీ చేస్తాన‌ని, ఇందులో ఎటువంటి అనుమానం లేద‌ని స్ప‌ష్ట‌త ఇచ్చారు.
",0
358,"త్వ‌ర‌లో నియోజ‌క‌ర్గంలో ప‌ర్య‌టిస్తాన‌ని, ప్ర‌తీ ఊరూ సంద‌ర్శిస్తాన‌ని చెప్పారు.
",0
359,"వైఎస్ కుటుంబ అభిమానులు ఎంతో కాలంగా ఎదురుచూసిన క్ష‌ణాలు వ‌చ్చేశాయి.
",0
360,"వారి ఆనందం అంతా జగన్ కళ్లలో కనిపించింది.
",0
361,"ప్రతి పదం వద్ద ఆగుతూ, జన హోరును చూసి నవ్వుతూ ఆయన తన పదవీ ప్రమాణ స్వీకారం పూర్తి చేశారు.
",0
362,"జగన్ అనే నేను అని జగన్ అంటుంటే.
",0
363,"వినాలని వెయిట్ చేస్తున్న జగన్ ఫ్యాన్స్ కల కూడా నెరవేరింది.
",0
364,"స‌రిగ్గా 12:23 గంట‌ల‌కు మొద‌లైన ప్ర‌మాణ‌స్వీకారోత్స‌వం 12.
",0
365,"24 గంట‌ల‌కు ముగిసింది.
",0
366,"గవర్నర్ న‌ర‌సింహ‌న్ జ‌గ‌న్మోహ‌న్ రెడ్డి చేత ప్ర‌మాణ‌స్వీకారం చేయించారు.
",0
367,"ముందు జాతీయ గీతాలాప‌న, అనంతరం ప్రమాణ స్వీకారం జరిగాయి.
",0
368,"విజయమ్మ తల్లి వేదిక మీదే అపరిమితమైన ఆనందంతో జగన్ ను హత్తుకుని, ముద్దుపెట్టి మురిసిపోయింది.
",0
369,"భర్తను, కొడుకును ముఖ్యమంత్రిగా చూసిన ఏకైక అదృష్టం తెలుగు వారిలో ఆమె ఒక్కరిదే అని చెప్పొచ్చు.
",0
370,"జ‌గ‌న్ అచ్చ తెలుగులో ప్ర‌మాణ‌స్వీకారాన్ని చేశారు.
",0
371,"అభిమానుల కోసం వైఎస్ జ‌గ‌న్మోహ‌న్ రెడ్డి అనే నేను.
",0
372,"అని కొంతసేపు ఆగారు.
",0
373,"ఆ సమయంలో అభిమానులు కేరింతలు కొట్టారు.
",0
374,"మహేష్ భరత్ అనే నేను సినిమా తర్వాత ఈ పదబంధానికి మంచి క్రేజ్ వచ్చింది.
",0
375,"ప్రమాణ స్వీకారం జగన్ దైవ‌సాక్షిగా చేశారు.
",0
376,"తన చిరకాల కోరిక నెరవేరిన ఆనందం జగన్ మొహంలో ప్రతి క్షణం కనిపించింది.
",0
377,"నరేంద్రమోడీకి రాజకీయం మినహా మరేమీ అక్కర్లేదు.
",0
378,"ఎప్పటికేది ప్రస్తుతమో అప్పటికామాటలాడి అన్నట్లు మోడీ కాంటెంపరరీ నిర్ణయాలు, కాంటెంపరరీ రాజకీయాలు చేస్తూ ఉంటారు.
",0
379,"వర్తమానంలో ఎంత బలంగా ఉంటే భవిష్యత్తు అంత భద్రంగా ఉంటుందని మోడీ ఆలోచిస్తారు.
",0
380,"ఎపుడు కావాలంటే అపుడు మనసు మార్చకోగలిగిన రాజకీయ నాయకులు ఉన్నపుడు భవిష్యత్తు కోసం ఇప్పటి నుంచే ఎవరితోనూ రిలేషన్స్ మెయింటెయిన్ చేయాల్సిన అవసరం ఏముంది అన్నది మోడీ ఆలోచన.
",0
381,"అవసరమైనపుడు ఆయా నేతల, పార్టీల వీక్ నెస్ ల ఆధారంగా వారిని వాడుకోవచ్చు అని మోడీ నిశ్చిత అభిప్రాయం.
",0
382,"ఇలాంటి ఒక రాజకీయం తెలంగాణ ఎన్నికల్లో జరిగింది.
",0
383,"అదేంటో చూద్దాం.
",0
384,"2018 తెలంగాణ అసెంబ్లీ ఎన్నికల ముందు మోడీ- కేసీఆర్ రహస్య ప్రేమాయణం నడిపారు.
",0
385,"ఒకరికి ఒకరు సహకరించుకున్నారు.
",0
386,"తన తాత్కాలిక ప్రయోజనాలు త్యాగం చేసి మరీ బీజేపీ కేసీఆర్ పార్టీకి వంద శాతం అండగా నిలబడింది.
",0
387,"అయితే, ఆ రోజు లెక్కలు వేరు.
",0
388,"కాంగ్రెస్ గతంలోకంటే పుంజుకుందేమో.
",0
389,"దానిని టీఆర్ఎస్ తో కలిసి చంపేద్దాం.
",0
390,"మిగతా విషయాలు తర్వాత చూసుకోవచ్చన్న ధోరణిలో ముందుకు వెళ్లింది బీజేపీ.
",0
391,"సోషల్ మీడియాలో అప్పట్లో టీఆర్ఎస్ వాళ్లు బీజేపీ వాళ్లు రాసుకుపూసుకుతిరిగారు.
",0
392,"బీజేపీ సహకరించడం వల్ల టీఆర్ఎస్ కు చాలా లాభం చేూకురుతుంది.
",0
393,"అది బీజేపీకి ఉపయోగం ఏమీ ఉండదు.
",0
394,"అయినా వాళ్లు సహకరించారు.
",0
395,"అందుకే ఉద్యమ సమయంలో రానన్ని సీట్లు ఐదేళ్ల తర్వాత వచ్చాయి.
",0
396,"ఇక్కడ బీజేపీ వల్ల కలిగిన ఉపయోగం ఓటుబ్యాంకు కాదు.
",0
397,"అనేక ఇతరత్రా ఉపయోగాలు కలిగాయి.
",0
398,"సహజంగానే కేంద్రం అండ ఉన్న రాష్ట్రానికి అనేక అదనపుబలాలు చేకూరుతాయి కదా.
",0
399,"అలాగన్నమాట.
",0
400,"అయితే, ఎన్నికలు ముగిసి ఎపుడైతే కాంగ్రెస్ మునుపటి కంటే బలహీన పడిందని మోడీ భావించారో ఇక అప్పట్నుంచి కేసీఆర్ ను పట్టించుకోవడం మానేశారు.
",0
401,"ఎందుకంటే.
",0
402,"కాంగ్రెస్ బీజేపీ స్థాయికి వచ్చింది.
",0
403,"ఇపుడు రెండూ సమాన స్థాయిలో ఉన్నాయి.
",0
404,"(స్థాయి అంటే ఇక్కడ సీట్లు, ఓట్లు కాదు.
",0
405,"రాష్ట్రంలో పార్టీ బజ్ కి సంబంధించింది) కేంద్రంలో బీజేపీకి అధికారం ఉంది.
",0
406,"అలాంటపుడు కేసీఆర్ కు ప్రత్యామ్నాయంగా కాంగ్రెస్ బదులు తాము అవతరించాలని బీజేపీ భావించింది.
",0
407,"అందుకే టీఆర్ఎస్ ను మోడీ అండ్ కో త్యజించారు.
",0
408,"దీని ప్రభావం ఎంత దారుణంగా ఉందో గత లోక్ సభ ఫలితాలు చెప్పేశాయి.
",0
409,"బీజేపీ తాను అనుకున్నట్లే కాంగ్రెస్ పార్టీ కంటే కొంచెం మెరుగయ్యింది.
",0
