key,Sentence,checked
2481,"జడేజా మ్యాన్‌ ఆఫ్‌ ది మ్యాచ్‌గా ఎంపికయ్యాడు.
",0
2482,"మ్యాన్‌ ఆఫ్‌ ది సిరీస్‌ కెప్టెన్‌ విరాట్‌ కోహ్లికి దక్కింది.
",0
2483,"రోహిత్‌ సిక్సర్ల వర్ష.
",0
2484,"స్వల్ప లక్ష్య ఛేదనలో భారత్‌ 6 పరుగుల వద్దే ఓపెనర్‌ శిఖర్‌ ధావన్‌ (6, 5 బంతుల్లో 1×4) వికెట్‌ చేజార్చుకుంది.
",0
2485,"సిరీస్‌లో అతడి పేలవ ఫామ్‌ను చివరి వన్డేలోనూ కొనసాగించాడు.
",0
2486,"ఐదు ఇన్నింగ్సుల్లో కనీసం అర్ధశతకం లేకుండా అతడు సిరీస్‌ను ముగించడం ఇదే తొలిసారి.
",0
2487,"అతడి నిష్క్రమణతో క్రీజులోకి వచ్చిన విరాట్‌ కోహ్లి(33, 29 బంతుల్లో 6×4) తన సొగసరి షాట్లతో అలరించాడు.
",0
2488,"మరోవైపు ఆచితూచి ఆడిన రోహిత్‌ శర్మ (63, 56 బంతుల్లో 5×4, 4×6) ఓ అద్భుత బంతికి కీపర్‌కు క్యాచ్‌ ఇచ్చాడు.
",0
2489,"పెవిలియన్‌ వైపు సాగాడు.
",0
2490,"అంపైర్‌ నోబాల్‌గా ప్రకటించడంతో ఊపిరిపీల్చుకున్న అతడు ఇక రెచ్చిపోయి ఆడాడు.
",0
2491,"కళ్లు చెదిరే సిక్సర్లు, భారీ బౌండరీలతో విరుచుకుపడ్డాడు.
",0
2492,"అర్ధశతకం బాదేశాడు.
",0
2493,"దీంతో లక్ష్య ఛేదన 14:5 ఓవర్లకే పూర్తైంది.
",0
2494,"హిట్‌మ్యాన్‌ ఈ మ్యాచ్‌లోనే 200వ సిక్సర్‌ బాదేశాడు.
",0
2495,"కేవలం 187 ఇన్నింగ్సుల్లోనే ఈ ఘనత సాధించాడు.
",0
2496,"వెస్టిండీస్‌పై ఒక సిరీస్‌లో అత్యధిక పరుగులు 360 చేసిన రెండో భారత ఆటగాడిగా నిలిచాడు.
",0
2497,"విరాట్‌ కోహ్లి 444తో అగ్రస్థానంలో ఉన్నాడు.
",0
2498,"కరీబియన్‌ విలవి.
",0
2499,"తొలి ఇన్నింగ్స్‌లో వెస్టిండీస్‌ మళ్లీ విలవిల్లాడింది.
",0
2500,"టీమిండియా బౌలింగ్‌ దాడికి కుదేలైంది.
",0
2501,"104 పరుగులకే కుప్పకూలింది.
",0
2502,"కేవలం ముగ్గురు ఆటగాళ్లే ఆ జట్టులో రెండంకెల స్కోరు చేశారంటేనే అర్థమవుతుంది మనోళ్ల బౌలింగ్‌ పదును.
",0
2503,"రవీంద్ర జడేజా (4/34) మరోసారి తన ఇంద్రజాలం చూపించాడు.
",0
2504,"అతడికి తోడుగా బుమ్రా, ఖలీల్‌ అహ్మద్‌ తలో రెండు వికెట్లతో చెలరేగారు.
",0
2505,"భారత్‌పై కరీబియన్‌ జట్టుకు ఇదే అత్యల్ప స్కోరు కావడం గమనార్హం.
",0
2506,"గత మూడు వన్డేల్లో 6:17 స్ట్రైక్‌రేట్‌తో 926 పరుగులు చేసిన విండీస్‌ చివరి రెండు మ్యాచుల్లో 3.
",0
2507,"77 సగటుతో 257 పరుగులే చేయడం విశేషం.
",0
2508,"టాస్‌ గెలిచి బ్యాటింగ్‌ ఎంచుకున్న విండీస్‌కు శుభారంభం దక్కలేదు.
",0
2509,"తొలి పరుగు వద్ద కీరన్‌ పావెల్‌ (0)ను భువి, రెండో పరుగు వద్ద షైహోప్‌ (0)ను బుమ్రా పెవిలియన్‌ పంపించారు.
",0
2510,"శామ్యూల్స్‌ (24, 38 బంతుల్లో 3×4, 1×6), రోమన్‌ పావెల్‌ (16, 39 బంతుల్లో 1×4) కాసేపు పరుగులు చేసేందుకు ప్రయత్నించారు.
",0
2511,"జట్టు స్కోరు 36 వద్ద శామ్యూల్స్‌ను జడేజా, మరి కాసేపటికే రోమన్‌ను ఖలీల్‌ ఔట్‌ చేశారు.
",0
2512,"ఇక సిక్సర్ల వీరుడు షిమ్రన్‌ హిట్‌మైయిర్‌ (9, 11 బంతుల్లో 1×4)ను సైతం జడేజా బోల్తా కొట్టించాడు.
",0
2513,"ఫాబియాప్‌ అలెన్‌ (4)ను బుమ్రా బోల్తా కొట్టించాడు.
",0
2514,"అప్పుడు విండీస్‌ 66/6తో నిలిచింది.
",0
2515,"కొద్దిసేపు కెప్టెన్‌ జాసన్‌ హోల్డర్‌ (25, 33 బంతుల్లో 2×4) స్వేచ్ఛగా బ్యాటింగ్‌ చేసినా ఖలీల్‌ అహ్మద్‌ అతడిని వదల్లేదు.
",0
2516,"ఈ క్రమంలో విండీస్‌ స్కోరు 100 దాటుతుందా అన్న అనుమానం కలిగింది.
",0
2517,"చివరికి ఆ జట్టు 31:5 ఓవర్లకు 104 పరుగులకు ఆలౌటైంది.
",0
2518,"80 జట్లకు టీ20 ర్యాంకింగ్స్‌.
",0
2519,"దుబారు .
",0
2520,"టీ20 క్రికెట్‌లో అర్జెంటీనా, ఫ్రాన్స్‌లో ఏ జట్టు ర్యాంక్‌ ఎక్కువ ? ఇదేంటి ఫుట్‌బాల్‌ మేటి జట్లకు క్రికెట్‌లో పనేంటి అనుకుం టున్నారా.
",0
2521,"నిజమే తాజాగా ఐసీసీ ప్రకటిం చిన టీ20 ర్యాం కింగ్స్‌లో ఈ జట్లు కూడా ర్యాంకులు సాధించాయి.
",0
2522,"క్రికెట్‌కు గుర్తింపు పెంచేం దుకు ఐసీసీ 80 దేశాల జాతీయ జట్లకు ర్యాంకులు ప్రకటించింది.
",0
2523,"ఈ జట్లు తమ ర్యాంకులు మెరుగు పరుచుకునేందుకు టోర్నీలు ఆడ నున్నాయి.
",0
2524,"అలాగే టీ20 ప్రపంచకప్‌కు అర్హత సాధించేం దుకూ పోటీపడనున్నాయి.
",0
2525,"మే 2016 నుంచి కనీసం 6 టీ20 మ్యాచులు ఆడిన అసోసి యేట్‌ దేశాల జట్లకు ఐసీసీ ఈ ర్యాంకులు ప్రకటించింది.
",0
2526,"ఈ జట్లకు రేటింగ్‌ పాయింట్లు అందించేందుకుగానూ, అసోసి యేట్‌ దేశాలు 2019 జనవరి నుంచి ఆడిన ప్రతి టీ20 మ్యాచ్‌ను అంతర్జాతీయ మ్యాచ్‌గా పరిగణిస్తున్నట్లు ఐసీసీ తెలి పింది.
",0
2527,"టీ20 ప్రపంచ కప్‌ అర్హత కోసం అసోసియేట్‌ దేశాల క్వాలిఫికేషన్‌ ప్రక్రియలో మొత్తం 58 మ్యాచులు జరుగను న్నట్లు, ఆఫ్రికా, ఆసియా, ఐరోపా, అమెరికా ఖండాల జట్లు ఈ మ్యాచ్‌ల్లో ఆడనున్నట్లు ఐసీసీ తెలి పింది.
",0
2528,"ప్రకటించిన టీ20 ర్యాంకింగ్స్‌లో పాకిస్థాన్‌ తొలి స్థానంలో నిలువగా దక్షిణాఫ్రికా, ఇంగ్లండ్‌, ఆస్ట్రేలియా, భారత్‌ తర్వాతి ర్యాంకులు దక్కించుకున్నాయి.
",0
2529,"ఇది చీకటి రోజు : మిథాలీ.
",0
2530,"న్యూఢిల్లీ: మహిళల టీ20 ప్రపంచకప్‌ సెమీఫైనల్‌ నుంచి మిథాలీరాజ్‌ను తప్పించడంతో భారత మహిళల క్రికెట్లో మొదలైన వివాదం ముదిరి పాకాన పడుతోంది.
",0
2531,"ప్రస్తుతం జరుగుతున్న వివాదాలతో తన జీవితంలో ఇది చీకటిరోజని, దేశభక్తిని శంకిస్తున్నారని మిథాలీ ట్విట్టర్‌ వేదికగా మరోసారి ఆవేదన బయటపెట్టింది.
",0
2532,"తనకు జరిగిన అన్యాయంపై బీసీసీఐకి పంపిన మెయిల్‌ బోర్డులో చర్చనీయాంశ మైంది.
",0
2533,"అయితే మిథాలీ బ్లాక్‌మెయిల్‌ చేసిందంటూ జట్టు కోచ్‌ రమేశ్‌ పొవార్‌ చేసిన వ్యాఖ్యలు తాజాగా వివాదానికి మరింత ఆజ్యం పోశాయి.
",0
2534,"ఈ నేపథ్యంలో రమేశ్‌ వ్యాఖ్యలపై మిథాలీ ట్విటర్‌ వేదికగా ‘నాపై వస్తున్న ఆరోపణలతో ఎంతో వేదనకు గురవుతున్నా.
",0
2535,"ఈ దేశం కోసం 20ఏళ్ల పాటు ఎంతో నిబద్ధతతో ఆడాను.
",0
2536,"కానీ నా శ్రమకు తగిన ఫలితం దక్కలేదు.
",0
2537,"ఈ రోజు నా దేశభక్తిని అను మానిస్తున్నారు.
",0
2538,"నా నైపుణ్యాలను ప్రశ్నిస్తున్నారు.
",0
2539,"ఇది నా జీవితంలో చీకటి రోజు.
",0
2540,"ఈ విపత్కర పరిస్థితుల్లో దేవుడు నాకు అండగా ఉండాలని కోరుకుంటున్నా’ అని ట్వీట్‌ చేశారు.
",0
2541,"ఇటీవల టీ20 ప్రపంచకప్‌ సందర్భంగా ఇంగ్లండ్‌తో జరిగిన సెమీఫైనల్‌ మ్యాచ్‌లో మిథాలీని తప్పించారు.
",0
2542,"దీంతో ఆమె ఆవేదన వ్యక్తం చేస్తూ కోచ్‌ రమేశ్‌ పవార్‌, బీసీసీఐ పాలకుల కమిటీ సభ్యురాలు డయానా ఎడుల్జీలపై ఆరోపణలు చేశారు.
",0
2543,"వారి వలనే తనకు అన్యాయం జరిగిందంటూ మిథాలీ బీసీసీఐకి మెయిల్‌ పంపారు.
",0
2544,"దీంతో ఈ వివాదం తెరపైకి వచ్చింది.
",0
2545,"ఈ నేపథ్యంలో బుధవారం బీసీసీఐ సీఈవో రాహుల్‌ జోహ్రి, జీఎం సబా కరీమ్‌లను కలిసిన జట్టు కోచ్‌ రమేశ్‌ పొవార్‌.
",0
2546,"మిథాలీపై పలు ఆరోపణలు చేశారు.
",0
2547,"మిథాలీ ఓపెనింగ్‌లోనే ఆడతానని పట్టుబట్టిందని.
",0
2548,"లేదంటే ప్రపంచకప్‌ నుంచి తప్పు కుని, రిటైర్మెంట్‌ ప్రకటిస్తానని హెచ్చరించినట్లు బోర్డు కందించిన నివేదికలో పేర్కొన్నట్లు సమాచారం.
",0
2549,"ఆత్మగౌరవానికి ఓ హద్దు ఉంటుంది: కోహ్లి.
",0
2550,"బ్రిస్బేన్‌: దూకుడు విషయంలో మొదట తాము గీత దాటబోమని.
",0
2551,"ప్రత్యర్థి దాటితే మాత్రం చూస్తూ ఊరుకోమని తమ ఆత్మగౌరవానికి ఓ హద్దు ఉంటుందని టీమిండియా సారథి విరాట్‌ కోహ్లి స్పష్టం చేశాడు.
",0
2552,"గబ్బా మైదానంలో నేడు భారత్‌, ఆస్ట్రేలియా మధ్య తొలి టీ20 జరగనుంది.
",0
2553,"ఈ సందర్భంగా విరాట్‌ మీడియాతో మాట్లాడుతూ ‘మైదానంలో పరిస్థితిని అనుసరించి దూకుడు ఉంటుంది.
",0
2554,"ప్రత్యర్థి మా పట్ల అదేతీరుతో ఉంటే మేం ప్రతిఘటించాల్సి వస్తుంది.
",0
2555,"టీమిండియా ముందుగా ఏదీ మొదలుపెట్టదు.
",0
2556,"మాకూ ఆత్మగౌరవం ఉంటుంది.
",0
2557,"ఆ హద్దు దాటితే మేం తీవ్రంగా స్పందిస్తాం.
",0
2558,"మ్యాచ్‌లో పరిస్థితులను ఒక జట్టు ఎలా అధీనంలో ఉంచుకుంటుందో, ప్రతి వికెట్‌ కోసం ఎంత శ్రమిస్తుందో దాన్నే దూకుడు అంటాం.
",0
2559,"మీరు దాన్ని దేహభాషలో చూడొచ్చు.
",0
2560,"ఒక బౌలర్‌ వికెట్‌ కోసం పదేపదే ఒకే ప్రాంతంలో బంతులు వేసినప్పుడు, ఏమీ మాట్లాడకుండానే బ్యాట్స్‌మెన్‌ దూకుడుగా ఉండొచ్చు’ అని అన్నాడు.
",0
2561,"విరాట్‌ కోహ్లి ప్రశాంతంగా ఉండటం నమ్మశక్యం కాని విషయమని ఆసీస్‌ పేసర్‌ ప్యాట్‌ కమిన్స్‌ పేర్కొన్న సంగతి తెలిసిందే.
",0
2562,"ఈ నేపథ్యంలో తన ఉద్దేశంలో దూకుడు అంటే ఏంటో కోహ్లి వివరిస్తూ ‘నా వరకు దూకుడు అంటే గెలవడం కోసం ఆడటం.
",0
2563,"నా జట్టు గెలుపు కోసం ప్రతి బంతి ఆడటం.
",0
2564,"ఒక్కొక్కరూ ఒక్కోలా దానిని భావిస్తారు.
",0
2565,"నేను మాత్రం ఏది ఏమైనా గెలవాలని కోరుకుంటా.
",0
2566,"బ్యాటింగైనా, ఫీల్డింగైనా వికెట్ల మధ్య పరుగెత్తడమైనా నేను 120 శాతం కష్టపడతా’ అని పేర్కొన్నాడు.
",0
2567,"ఒకరిద్దరు లేనంత మాత్రాన ఆసీస్‌ జట్టు బలహీనంగా ఉన్నట్టు కాదని ఇప్పటికీ అది ప్రపంచ స్థాయి జట్టేనని వెల్లడించాడు.
",0
2568,"ధోనీపై ఆధారపడొద్దు.
",0
2569,"చెన్నై: మ్యాచ్‌లు ముగించేందుకు భారత జట్టు ఎంఎస్‌ ధోనీపై అతిగా ఆధారపడొద్దని టీమిండియా మాజీ కోచ్‌, సారథి అనిల్‌ కుంబ్లే సూచించాడు.
",0
2570,"జట్టు మిడిలార్డర్‌ ఇంకా కుదురుకున్నట్టు కనిపించకపోవడంతో ప్రపంచకప్‌ను దష్టిలో ఉంచుకొని ఈ వ్యాఖ్యలు చేశాడు.
",0
2571,"యువ ఆటగాళ్లు మ్యాచ్‌లను ముగించేలా ప్రోత్సహిస్తూ మహీ ఆటను ఆస్వాదించాలన్నాడు.
",0
2572,"తాను గొప్ప స్పిన్నర్‌ కాకున్నప్పటికీ వికెట్లు తీసినందుకు సంతోషంగా ఉందని కుంబ్లే అన్నాడు.
",0
2573,"‘నేను బంతిని స్పిన్‌ చేయనని 18 ఏళ్లకు పైగా బ్యాట్స్‌మెన్‌ గుర్తించనందుకు ఆనందంగా ఉంది’ అని నవ్వుతూ చెప్పాడు.
",0
2574,"మద్రాస్‌ ఐఐటీ పూర్వవిద్యార్థుల ‘సంగం’లో కుంబ్లే మాట్లాడాడు.
",0
2575,"కెరీర్‌ తొలినాళ్లలో కుంబ్లే స్పిన్‌ బాగా చేయలేడన్న విమర్శ లొచ్చాయి.
",0
2576,"దాంతో ఆయన మద్రాస్‌ ఐఐటీ మైదానంలో వారానికి ఐదు రోజులు స్పిన్‌ దిగ్గజం వీవీ కుమార్‌ ఆధ్వర్యంలో లెగ్‌స్పిన్‌ సాధన చేశాడు.
",0
2577,"ఆ తర్వాత ఇరానీ ట్రోఫీలో ముంబైతో జరిగిన మ్యాచ్‌ జంబో కెరీర్‌ను మలుపు తిప్పింది.
",0
2578,"‘ఆ మ్యాచ్‌లో ముంబై 190 పరుగులు ఆధిక్యంలో ఉంది.
",0
2579,"రెండో ఇన్నింగ్స్‌ ఆడుతోంది.
",0
2580,"మా జట్టు తిరిగి పోటీలోకి రావాలంటే ముంబైని 100 పరుగుల్లోపే ఆలౌట్‌ చేయాలి.
",0
2581,"ఆ ఇన్నింగ్స్‌లో నేను ఏడు వికెట్లు తీశా.
",0
2582,"ముంబై 90 పరుగులకు ఆలౌటైంది.
",0
2583,"అంతచేసినా మా జట్టు 40 పరుగుల తేడాతో ఓడింది.
",0
2584,"మ్యాచ్‌లో నా ప్రదర్శన ఆత్మవిశ్వాసం పెంచింది.
",0
2585,"మహ్మద్‌ అజహరుద్దీన్‌, సౌరవ్‌ గంగూలీ నాకు ఇష్టమైన సారథులు.
",0
2586,"నా భార్యకు మాత్రం ధోనీ అంటే పిచ్చి ఇష్టం.
",0
2587,"ఎప్పుడు కలిసినా అతడితో ఓ ఫొటో తీసుకుంటుంది’ అని కుంబ్లే పేర్కొన్నాడు.
",0
2588,"అభిమానులు అంచనాలు తగ్గించుకోవాలి : మంజ్రేకర్.
",0
2589,"ఎంఎస్‌ ధోనిపై అభిమానులు అంచనాలు తగ్గించుకోవాలని క్రికెట్‌ విశ్లేషకుడు, మాజీ క్రికెటర్‌ సంజరు మంజ్రేకర్‌ పేర్కొన్నాడు.
",0
2590,"ఒక బ్యాట్స్‌మన్‌గా ప్రపంచ స్థాయిలో పోటీ ఇవ్వలేకపోతున్నాడని తెలిపిన మంజ్రేకర్‌.
",0
2591,"అతనికి మ్యాచ్‌లను ఘనంగా ముగించే సత్తా కూడా సన్నగిల్లిందన్నాడు.
",0
2592,"అయితే వచ్చే వరల్డ్‌కప్‌ వరకూ అతన్నే కొనసాగించాలని, కాకపోతే ధోనికి ప్రత్యామ్నాయంగా మరొకరిని సిద్ధం చేయాలని సూచించాడు.
",0
2593,"డే-నైట్‌ టెస్టులకే ప్రేక్షకాదరణ.
",0
2594,"టెస్టు మ్యాచ్‌లకు ప్రేక్షక ఆదరణ తగ్గుతున్న నేపథ్యంలో డే-నైట్‌ టెస్టు మ్యాచ్‌లే ఇందుకు తగిన సమాధానమని భారత మాజీ క్రికెటర్‌ సంజరు మంజ్రేకర్‌ అభిప్రాయపడ్డాడు.
",0
2595,"క్రికెట్‌ క్లబ్‌ ఆఫ్‌ ఇండియాలో లెక్చర్‌ ఇస్తూ ‘టెస్టులకు ప్రేక్షకులకు రప్పించడానికి డే-నైట్‌ టెస్టులు ఒక మార్గం.
",0
2596,"డే-నైట్‌ టెస్టులకు ప్రపంచ వ్యాప్తంగా ఆదరణ పెరుగతోంది.
",0
2597,"కానీ బీసీసీఐ అందుకు భిన్నంగా వ్యవహరిస్తోంది.
",0
2598,"వెస్టిండీస్‌ సిరీస్‌లో ఒక టెస్టును డే-నైట్‌ టెస్టుగా ప్రకటిస్తారని ముందుగా వార్తలు వచ్చినా చివరికి డే టెస్టునే షెడ్యూలులో ప్రకటించారు.
",0
2599,"డే-నైట్‌ టెస్టులు వల్ల ప్రేక్షకాదరణ కచ్చితంగా పెరుగుతుంది.
",0
2600,"ఈ మ్యాచ్‌లకు ప్రేక్షకులు ఎక్కువగా వస్తారు.
",0
2601,"అలాగే టెస్టుల నాణ్యత కూడా పెరుగుతోంది.
",0
2602,"బీసీసీఐ ఈ టెస్టులకు ఎందుకు మొగ్గు చూపడంలేదో తెలియడం లేదు’ అని అన్నాడు.
",0
2603,"రెండు టెస్టులకు ఆసీస్‌ జట్టిదే...
",0
2604,"మెల్‌బోర్న్‌: అడిలైడ్‌ వేదికగా డిసెంబర్‌ 6 నుంచి భారత్‌తో ఆరంభం కానున్న టెస్టు సిరీస్‌కు సంబంధించి తొలి రెండు టెస్టులకు క్రికెట్‌ ఆస్ట్రేలియా తాజాగా జట్టును ప్రకటించింది.
",0
2605,"14 మంది సభ్యులతో కూడిన ఈ జట్టులో ఓపెనర్‌ ఉస్మాన్‌ ఖవాజా తిరిగి స్థానం దక్కించుకున్నాడు.
",0
2606,"మరోవైపు దేశవాళీ మ్యాచుల్లో సత్తా చాటుతున్న మార్కస్‌ హారిస్‌ తొలిసారిగా జాతీయ జట్టుకు ఎంపికయ్యాడు.
",0
2607,"అతడితో పాటు బౌలర్‌ క్రిస్‌ ట్రెమెయిన్‌కు కూడా టెస్టు అరంగేట్రానికి అవకాశమిచ్చారు.
",0
2608,"టిమ్‌ పైన్‌ సారథ్యంలోని ఈ జట్టులో హజిల్‌వుడ్‌, మిచెల్‌ మార్ష్‌ వైస్‌ కెప్టెన్లుగా వ్యవహరించనున్నారు.
",0
2609,"‘ప్రస్తుతం ఎంపిక చేసిన జట్టులో అద్భుత ప్రదర్శన చేయగల సత్తా ఉన్న ఆటగాళ్లే.
",0
2610,"కొత్తగా చోటు దక్కించుకున్న ఆటగాళ్లు కూడా అందివచ్చిన అవకాశాన్ని సద్వినియోగం చేసుకుంటారని ఆశిస్తున్నాం’ అని క్రికెట్‌ ఆస్ట్రేలియా ప్రతినిధి పేర్కొన్నారు.
",0
2611,"ఆస్ట్రేలియా జట్టు.
",0
2612,"టిమ్‌ పైన్‌(కెప్టెన్‌, వికెట్‌కీపర్‌), అరోన్‌ ఫించ్‌, పాట్‌ కమిన్స్‌, పీటర్‌ హ్యాండ్స్‌కంబ్‌, మార్కస్‌ హారిస్‌, హజిల్‌వుడ్‌(వైస్‌ కెప్టెన్‌), ట్రావిస్‌ హేడ్‌, ఉస్మాన్‌ ఖవాజా, నాథన్‌ లియాన్‌, మిచెల్‌ మార్ష్‌(వైస్‌ కెప్టెన్‌), షాన్‌ మార్ష్‌, మిచెల్‌ స్టార్క్‌, క్రిస్‌ ట్రెమెయిన్‌, పీటర్‌ సిడిల్‌.
",0
2613,"షేక్‌ చేసిన షెజాద్‌.
",0
2614,"దుబారు: టీమిండియాతో జరుగుతున్న సూపర్‌-4 మ్యాచ్‌లో ఆఫ్ఘనిస్థాన్‌ ఆకట్టుకునే ఆటతీరు కనబరిచింది.
",0
2615,"భారత్‌ ముందు 253 పరుగుల లక్ష్యం నిలిపింది.
",0
2616,"చూడ్డానికి చిన్న జట్టే అయినా ప్రాణం పెట్టి ఆడింది.
",0
2617,"చక్కని పోరాట పటిమతో ఆకట్టుకుంది.
",0
2618,"ఓపెనర్‌ మహ్మద్‌ షెజాద్‌ (124, 116 బంతుల్లో 11×4, 7×6) కళ్లు చెదిరే సిక్సర్లతో అలరించాడు.
",0
2619,"శతకంతో చెలరేగాడు.
",0
2620,"అతడికి తోడుగా మహ్మద్‌ నబీ (64, 56 బంతుల్లో 3×4, 4×6) సమయోచిత అర్ధశతకంతో ఆకట్టుకున్నాడు.
",0
2621,"నామమాత్రపు మ్యాచ్‌ కావడంతో భారత్‌ జట్టులో ఐదు మార్పులు చేసింది.
",0
2622,"కేఎల్‌ రాహుల్‌, ఖలీల్‌, సిద్ధార్థ్‌ కౌల్‌ జట్టులోకి వచ్చారు.
",0
2623,"దీపక్‌ చాహర్‌ అరంగేట్రం చేశాడు.
",0
2624,"రోహిత్‌, ధావన్‌కు విశ్రాంతినివ్వడంతో ఎంఎస్‌ ధోనీ జట్టుకు సారథ్యం వహించాడు.
",0
2625,"సారథిగా ఇది అతడి 200వ వన్డే కావడం ప్రత్యేకం.
",0
2626,"కొత్త బౌలర్లపై షెజాద్‌ వీరవిహార.
",0
2627,"టీమిండియాలో కొత్తగా చేరిన యువ పేసర్లను ఆఫ్ఘన్‌ ఓపెనర్‌ షెజాద్‌ ఊచకోత కోశాడు.
",0
2628,"తొలి ఓవర్‌ నుంచే విశ్వాసంతో కనిపించాడు.
",0
2629,"బంతిని చక్కగా బాదాడు.
",0
2630,"మరో ఓపెనర్‌ జావెద్‌ అహ్మది (5, 30 బంతుల్లో)తో కలిసి తొలి వికెట్‌కు 65 పరుగుల భాగస్వామ్యం అందించాడు.
",0
2631,"కళ్లు చెదిరే సిక్సర్లు, బౌండరీలతో ఖలీల్‌, దీపక్‌ చాహర్‌, సిద్ధార్థ్‌ కౌల్‌పై విరుచుకుపడ్డాడు.
",0
2632,"రెహ్మత్‌ షా (3), హష్మతుల్లా షాహిది (0), అస్ఘర్‌ అఫ్గాన్‌ (0) స్వల్ప పరుగులకే ఔటయ్యారు.
",0
2633,"ఈ క్రమంలో గుల్బదిన్‌ నయిబ్‌ (15, 46 బంతుల్లో 1×4)తో కలిసి ఐదో వికెట్‌కు 50 పరుగుల కీలక భాగస్వామ్యం నెలకొల్పాడు.
",0
2634,"అర్ధశతకం తర్వాత షెజాద్‌ మరింత చెలరేగాడు.
",0
2635,"మహ్మద్‌ నబీతో కలిసి 46 పరుగుల భాగస్వామ్యం అందించాడు.
",0
2636,"శతకం తర్వాత జోరు పెంచిన అతడిని జట్టు స్కోరు 180 వద్ద కేదార్‌ జాదవ్‌ పెవిలియన్‌ పంపించాడు.
",0
2637,"అయితే నజీబుల్లా జర్దాన్‌ (20, 20 బంతుల్లో 2×4)తో కలిసి మహ్మద్‌ నబి రెచ్చిపోయాడు.
",0
2638,"తొలుత నిలకడకే ప్రాధాన్యమిచ్చిన అతడు భారీ సిక్సర్లు బాది అర్ధశతకం చేశాడు.
",0
2639,"ఏడో వికెట్‌కు 46 పరుగుల భాగస్వామ్యం అందించాడు.
",0
2640,"జట్టు స్కోరు 244 వద్ద నబీ ఔటయ్యాడు.
",0
2641,"తొడ కండరాలు పట్టేయడంతో రషీద్‌ ఖాన్‌ (12 నాటౌట్‌, 19 బంతుల్లో) ధాటిగా ఆడలేకపో వడంతో ఆఫ్ఘన్‌ 252/8కి పరిమితమైంది.
",0
2642,"రవీంద్ర జడేజా 3, కుల్‌దీప్‌ యాదవ్‌ 2 వికెట్లు తీశారు.
",0
2643,"ఎల్‌జీబీటీగా ప్రకటించిన ద్యుతీచంద్‌.
",0
2644,"భువనేశ్వర్‌ : తన స్నేహితురాలితో సంబంధంలో ఉన్నానంటూ భారత స్టార్‌ స్ప్రింటర్‌ ద్యుతీచంద్‌ సంచలన ప్రకటన చేశారు.
",0
2645,"తద్వారా స్వలింగ సంపర్కురాలిననే విషయాన్ని బయటపెట్టిన తొలి భారత అథ్లెట్‌గా నిలిచారు.
",0
2646,"ఒడిశాలోని తన సొంత గ్రామానికి చెందిన ఓ అమ్మాయితో జీవితాన్ని పంచుకోబోతున్నట్టు పేర్కొన్న ద్యుతీ.
",0
2647,"కొన్ని అనివార్య కారణాల దష్ట్యా ప్రస్తుతానికి ఆమె పూర్తి వివరాలు వెల్లడించలేనన్నారు.
",0
2648,"ఈ విషయం గురించి ద్యుతి మాట్లాడుతూ:.
",0
2649,"‘ నా సోల్‌మేట్‌ను కనుగొన్నాను.
",0
2650,"తమకు నచ్చిన వ్యక్తిని ప్రేమించే, వారితో జీవితాన్ని పంచుకునే హక్కు ప్రతీ ఒక్కరికి ఉంటుంది.
",0
2651,"స్వలింగ సంపర్కుల హక్కులు కాపాడేందుకు ఎల్లప్పుడూ సిద్ధంగా ఉంటా.
",0
2652,"సుప్రీంకోర్టు కూడా ఇందుకు అనుమతి చెప్పింది(సెక్షన్‌ 377ను ఉద్దేశించి).
",0
2653,"అథ్లెట్‌ను అయినంత మాత్రాన నా నిర్ణయాన్ని ఎవరూ జడ్జ్‌ చేయాల్సిన పనిలేదు.
",0
2654,"ఇది పూర్తిగా నా వ్యక్తిగత అంశం.
",0
2655,"అందరూ నా నిర్ణయాన్ని గౌరవిస్తారని ఆశిస్తున్నా.
",0
2656,"గత పదేళ్లుగా స్ప్రింటర్‌గా భారత్‌కు ఎన్నో విజయాలు అందించాను.
",0
2657,"మరో ఐదేళ్ల దాకా రాణిస్తాననే నమ్మకం ఉంది.
",0
2658,"నా క్రీడా ప్రయాణానికి సహకరిస్తూ:.
",0
2659,"జీవితాంతం తోడుండే వ్యక్తిని ఎంచుకున్నా.
",0
2660,"ప్రస్తుతం వరల్డ్‌ చాంపియన్‌షిప్‌, ఒలంపిక్‌ క్రీడలపైన దష్టి సారించాను’ అని తెలిపారు.
",0
2661,"కాగా పేదరికాన్ని జయించి ‘ట్రాక్‌’ బాట పట్టిన ద్యుతిలో పురుషత్వ లక్షణాలున్నాయని నిషేధం విధించిన సంగతి తెలిసిందే.
",0
2662,"ఈ విషయంపై తీవ్రంగా కలత చెందిన ఈ ఒడిషా అథ్లెట్‌ ఆర్బిట్రేషన్‌ కోర్టులో పోరాడి గెలిచింది.
",0
2663,"ఇక గతేడాది జరిగిన ఆసియా క్రీడల్లో ద్యుతీ 100 మీ.
",0
2664,", 200 మీ.
",0
2665,"పరుగులో రెండు రజతాలు నెగ్గిన సంగతి తెలిసిందే.
",0
2666,"ఓడినా.. మనమే టాప్‌..!.
",0
